"id","cluster","study","author","year","type_s","group","group_s","adapted","outcome","adjusted","es","v","se","lowerCI","upperCI","control_raw_gap","control_residual_gap","paper_type","n_school","pop_school","samplesize","setting_type","setting","edu_level","identity_type","identity_dis","identity_adv","density_female","density_urm","density_firstgen","density_freelunch","n_domains","duration","duration_rough_month","number","number_rough","primary_outcome","secondary_outcome","control_type","affirm_type","adaptation","reinforcement","appropriate_reading_level","privacy","ungraded","ordinary","known_teacher","delivered_in_classroom","good_for_you","early","before_stress","timing","random_sequence_generation","allocation_concealment","blinding_of_participants_and_personnel","blinding_of_outcome_assessment","incomplete_outcome_data","selective_reporting","other_sources_of_bias","timing_z","ordinary_z","duration_rough_month_z","density_freelunch_z","delivered_in_classroom_z","control_type_z"
10,"Bratter et al.","Bratter, 2016","Bratter","2016","Minority subgroup","Hispanic","Race","No","STAAR Reading","Yes",-0.0798,0.0073,0.0854,-0.2472,0.0875,NA,0.4235,"Journal",3,1245,886,"secondary","English classrooms during the 2012–2013 academic year in a large metropolitan school district in Texas where only 8% of the students are white (non- Hispanic), 25% are black, and more than 60% are Hispanic","9th","race","African American","White, Asians, Pacific Islanders, Native American and other",0.5,0.88,NA,0.38,12,"the 2012–2013 academic year",9,"4",4,NA,"English, Reading & Algebra test score","neutral","independent",0,0,NA,1,1,1,1,"class",0,0,1,"before_stress","low","low","low","low","high","unclear","unclear",-0.570772567853367,1.01785714285714,-0.141331854212095,0.471546564010271,0.595086861654462,-2.59090909090909
10,"Bratter et al.","Bratter, 2016","Bratter","2016","Minority subgroup","Hispanic","Race","No","STAAR Algebra","Yes",-0.0259,0.0073,0.0854,-0.1932,0.1414,NA,0.4096,"Journal",3,1245,886,"secondary","English classrooms during the 2012–2013 academic year in a large metropolitan school district in Texas where only 8% of the students are white (non- Hispanic), 25% are black, and more than 60% are Hispanic","9th","race","African American","White, Asians, Pacific Islanders, Native American and other",0.5,0.88,NA,0.38,12,"the 2012–2013 academic year",9,"4",4,NA,"English, Reading & Algebra test score","neutral","independent",0,0,NA,1,1,1,1,"class",0,0,1,"before_stress","low","low","low","low","high","unclear","unclear",-0.570772567853367,1.01785714285714,-0.141331854212095,0.471546564010271,0.595086861654462,-2.59090909090909
11,"Churchill, 2018","Churchill, 2018","Churchill","2018","Main","Main","None","No","Music examination grade","No",0.2062,0.0601,0.2452,-0.2745,0.6869,NA,NA,"Journal",1,NA,65,"tertiary","undergraduate music students","undergraduate",NA,NA,NA,NA,NA,NA,NA,11,"2 weeks",0.5,"1",1,NA,"Music examination grade","other","independent",0,0,NA,NA,0,0,0,"class",0,0,1,"before_stress","low","unclear","unclear","unclear","high","unclear","unclear",-0.570772567853367,-0.95,-0.975782203033207,NA,0.595086861654462,0.606382978723404
12,"Cohen et al.","Cohen (Study 1), 2006","Cohen (Study 1)","2006","Minority subgroup","Black","Race","No","GPA in targeted course","Yes",0.2555,0.0807,0.284,-0.3012,0.8122,0.68,0.44,"Journal",1,NA,133,"pre-secondary","a suburban north- eastern middle school whose student body was divided almost evenly between African Ameri- cans and European Americans","7th","race","African American","European American",0.549,0.49,NA,NA,12,"1 fall term",4,"1",1,"GPA",NA,"other","independent",0,1,NA,1,1,1,1,"class",0,1,0,"early","low","low","low","low","unclear","unclear","unclear",1.1715857971727,1.01785714285714,-0.632185000577455,NA,0.595086861654462,0.606382978723404
12,"Cohen et al.","Cohen (Study 1), 2006","Cohen (Study 1)","2006","Interaction","White","Race","No","GPA in targeted course","Yes",0.0891,0.0361,0.1899,-0.2832,0.4613,NA,NA,"Journal",1,NA,133,"pre-secondary","a suburban north- eastern middle school whose student body was divided almost evenly between African Ameri- cans and European Americans","7th","race","African American","European American",0.549,0.49,NA,NA,12,"1 fall term",4,"1",1,"GPA",NA,"other","independent",0,1,NA,1,1,1,1,"class",0,1,0,"early","low","low","low","low","unclear","unclear","unclear",1.1715857971727,1.01785714285714,-0.632185000577455,NA,0.595086861654462,0.606382978723404
12,"Cohen et al.","Cohen (Study 1), 2006","Cohen (Study 1)","2006","Minority subgroup","Black","Race","No","GPA in non-targeted course","Yes",0.3058,0.081,0.2845,-0.2519,0.8635,NA,NA,"Journal",1,NA,133,"pre-secondary","a suburban north- eastern middle school whose student body was divided almost evenly between African Ameri- cans and European Americans","7th","race","African American","European American",0.549,0.49,NA,NA,12,"1 fall term",4,"1",1,"GPA",NA,"other","independent",0,1,NA,1,1,1,1,"class",0,1,0,"early","low","low","low","low","unclear","unclear","unclear",1.1715857971727,1.01785714285714,-0.632185000577455,NA,0.595086861654462,0.606382978723404
13,"Cohen et al.","Cohen (Study 2), 2006","Cohen (Study 2)","2006","Minority subgroup","Black","Race","No","GPA in targeted course","Yes",0.3387,0.0588,0.2425,-0.1367,0.8141,0.82,0.11,"Journal",1,NA,149,"pre-secondary","a suburban north- eastern middle school whose student body was divided almost evenly between African Ameri- cans and European Americans","7th","race","African American","European American",0.49,0.53,NA,NA,11,"1 fall term",4,"2",2,"GPA",NA,"other","independent",0,1,NA,1,1,1,1,"class",0,1,0,"early","low","low","low","low","unclear","unclear","unclear",1.1715857971727,1.01785714285714,-0.632185000577455,NA,0.595086861654462,0.606382978723404
13,"Cohen et al.","Cohen (Study 2), 2006","Cohen (Study 2)","2006","Interaction","White","Race","No","GPA in targeted course","Yes",0.0297,0.0303,0.1741,-0.3115,0.3709,NA,NA,"Journal",1,NA,149,"pre-secondary","a suburban north- eastern middle school whose student body was divided almost evenly between African Ameri- cans and European Americans","7th","race","African American","European American",0.49,0.53,NA,NA,11,"1 fall term",4,"2",2,"GPA",NA,"other","independent",0,1,NA,1,1,1,1,"class",0,1,0,"early","low","low","low","low","unclear","unclear","unclear",1.1715857971727,1.01785714285714,-0.632185000577455,NA,0.595086861654462,0.606382978723404
13,"Cohen et al.","Cohen (Study 2), 2006","Cohen (Study 2)","2006","Minority subgroup","Black","Race","No","GPA in non-targeted course","Yes",0.2073,0.0583,0.2414,-0.2659,0.6805,NA,NA,"Journal",1,NA,149,"pre-secondary","a suburban north- eastern middle school whose student body was divided almost evenly between African Ameri- cans and European Americans","7th","race","African American","European American",0.49,0.53,NA,NA,11,"1 fall term",4,"2",2,"GPA",NA,"other","independent",0,1,NA,1,1,1,1,"class",0,1,0,"early","low","low","low","low","unclear","unclear","unclear",1.1715857971727,1.01785714285714,-0.632185000577455,NA,0.595086861654462,0.606382978723404
14,"Cohen et al.","Cohen, 2009","Cohen","2009","Minority subgroup","Black","Race","No","GPA","Yes",0.24,0.023,0.1517,-0.0574,0.5374,NA,0.08,"Journal",1,NA,385,"pre-secondary","a suburban north- eastern middle school whose student body was divided almost evenly between African Ameri- cans and European Americans","7th","race","African American","European American",0.53,0.52,NA,NA,12,"2 academic years",21,"3~5",5,"GPA","Non-placement in remediation","other","independent",0,1,NA,1,1,1,1,"class",0,1,0,"early","low","low","low","low","unclear","unclear","unclear",1.1715857971727,1.01785714285714,1.03671569706477,NA,0.595086861654462,0.606382978723404
14,"Cohen et al.","Cohen, 2009","Cohen","2009","Majority subgroup","White","Race","No","GPA","Yes",-0.0696,0.0213,0.1459,-0.3556,0.2164,NA,NA,"Journal",1,NA,385,"pre-secondary","a suburban north- eastern middle school whose student body was divided almost evenly between African Ameri- cans and European Americans","7th","race","African American","European American",0.53,0.52,NA,NA,12,"2 academic years",21,"3~5",5,"GPA","Non-placement in remediation","other","independent",0,1,NA,1,1,1,1,"class",0,1,0,"early","low","low","low","low","unclear","unclear","unclear",1.1715857971727,1.01785714285714,1.03671569706477,NA,0.595086861654462,0.606382978723404
14,"Cohen et al.","Cohen, 2009","Cohen","2009","Minority subgroup","Black","Race","No","Non-placement in remediation","No",0.5717,0.1467,0.383,-0.179,1.3224,0.6092,NA,"Journal",1,NA,385,"pre-secondary","a suburban north- eastern middle school whose student body was divided almost evenly between African Ameri- cans and European Americans","7th","race","African American","European American",0.53,0.52,NA,NA,12,"2 academic years",21,"3~5",5,"GPA","Non-placement in remediation","other","independent",0,1,NA,1,1,1,1,"class",0,1,0,"early","low","low","low","low","unclear","unclear","unclear",1.1715857971727,1.01785714285714,1.03671569706477,NA,0.595086861654462,0.606382978723404
15,"Cohen et al.","Cook (Study 1), 2012","Cook (Study 1)","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Journal",1,NA,361,"pre-secondary","a suburban north- eastern middle school whose student body was divided almost evenly between African Ameri- cans and European Americans","7th","race","Black","White",0.515,0.482,NA,NA,12,"2 academic years",21,"2~4",4,"GPA",NA,"other","independent",0,1,NA,1,1,1,1,"class",0,1,0,"early","low","low","low","low","unclear","unclear","unclear",1.1715857971727,1.01785714285714,1.03671569706477,NA,0.595086861654462,0.606382978723404
16,"De Clercq, 2019","De Clercq, 2019","De Clercq","2019","Main","Main","None","No","Test score","No",-0.0473,0.0169,0.1301,-0.3023,0.2078,NA,NA,"Journal",1,375,252,"tertiary","the Department of Psychology at a Belgian university","first-year college",NA,NA,NA,0.76,NA,0.625,NA,NA,"around 2 months",2,"1",1,NA,"first mandatory test for all psychology
freshmen in biology/open ended questionaire","none","independent",0,1,NA,0,0,0,0,"online",0,1,0,"early","low","low","unclear","unclear","unclear","unclear","unclear",1.1715857971727,-0.95,-0.828526259123599,NA,-0.732414598959337,-2.59090909090909
16,"De Clercq, 2019","De Clercq, 2019","De Clercq","2019","Main","Main","None","No","Study time","No",-0.1209,0.0248,0.1574,-0.4294,0.1876,NA,NA,"Journal",1,375,252,"tertiary","the Department of Psychology at a Belgian university","first-year college",NA,NA,NA,0.76,NA,0.625,NA,NA,"around 2 months",2,"1",1,NA,"first mandatory test for all psychology
freshmen in biology/open ended questionaire","none","independent",0,1,NA,0,0,0,0,"online",0,1,0,"early","low","low","unclear","unclear","unclear","unclear","unclear",1.1715857971727,-0.95,-0.828526259123599,NA,-0.732414598959337,-2.59090909090909
17,"de Jong (Study 1), 2016","de Jong (Study 1), 2016","de Jong (Study 1)","2016","Minority subgroup","URM","Race","No","Dutch","No",-0.0992,0.0145,0.1203,-0.335,0.1367,0.3867,NA,"Journal",6,NA,361,"secondary","17 classes from six pre-vocational secondary schools in the Netherlands with 84% ethnic minority","first year pre-vocational","race","Ethnic minority in Netherland","Native Dutch",0.579,0.837,NA,NA,12,"Early October - mid June",8,"3",3,NA,"Dutch, English & Mathematics test score; Cito scores","other","independent",0,1,NA,1,1,1,1,"class",0,1,1,"both","low","unclear","low","low","low","unclear","unclear",-0.570772567853367,1.01785714285714,-0.239502483485167,NA,0.595086861654462,0.606382978723404
17,"de Jong (Study 1), 2016","de Jong (Study 1), 2016","de Jong (Study 1)","2016","Minority subgroup","URM","Race","No","English","No",0.0086,0.0145,0.1203,-0.2272,0.2443,-0.0388,NA,"Journal",6,NA,361,"secondary","17 classes from six pre-vocational secondary schools in the Netherlands with 84% ethnic minority","first year pre-vocational","race","Ethnic minority in Netherland","Native Dutch",0.579,0.837,NA,NA,12,"Early October - mid June",8,"3",3,NA,"Dutch, English & Mathematics test score; Cito scores","other","independent",0,1,NA,1,1,1,1,"class",0,1,1,"both","low","unclear","low","low","low","unclear","unclear",-0.570772567853367,1.01785714285714,-0.239502483485167,NA,0.595086861654462,0.606382978723404
17,"de Jong (Study 1), 2016","de Jong (Study 1), 2016","de Jong (Study 1)","2016","Minority subgroup","URM","Race","No","Mathematics","No",-0.0747,0.0145,0.1203,-0.3105,0.1611,0.4263,NA,"Journal",6,NA,361,"secondary","17 classes from six pre-vocational secondary schools in the Netherlands with 84% ethnic minority","first year pre-vocational","race","Ethnic minority in Netherland","Native Dutch",0.579,0.837,NA,NA,12,"Early October - mid June",8,"3",3,NA,"Dutch, English & Mathematics test score; Cito scores","other","independent",0,1,NA,1,1,1,1,"class",0,1,1,"both","low","unclear","low","low","low","unclear","unclear",-0.570772567853367,1.01785714285714,-0.239502483485167,NA,0.595086861654462,0.606382978723404
17,"de Jong (Study 1), 2016","de Jong (Study 1), 2016","de Jong (Study 1)","2016","Majority subgroup","URM","Race","No","Dutch","No",-0.1575,0.0682,0.2611,-0.6693,0.3543,NA,NA,"Journal",6,NA,361,"secondary","17 classes from six pre-vocational secondary schools in the Netherlands with 84% ethnic minority","first year pre-vocational","race","Ethnic minority in Netherland","Native Dutch",0.579,0.837,NA,NA,12,"Early October - mid June",8,"3",3,NA,"Dutch, English & Mathematics test score; Cito scores","other","independent",0,1,NA,1,1,1,1,"class",0,1,1,"both","low","unclear","low","low","low","unclear","unclear",-0.570772567853367,1.01785714285714,-0.239502483485167,NA,0.595086861654462,0.606382978723404
17,"de Jong (Study 1), 2016","de Jong (Study 1), 2016","de Jong (Study 1)","2016","Majority subgroup","URM","Race","No","English","No",0.0785,0.068,0.2608,-0.4327,0.5897,NA,NA,"Journal",6,NA,361,"secondary","17 classes from six pre-vocational secondary schools in the Netherlands with 84% ethnic minority","first year pre-vocational","race","Ethnic minority in Netherland","Native Dutch",0.579,0.837,NA,NA,12,"Early October - mid June",8,"3",3,NA,"Dutch, English & Mathematics test score; Cito scores","other","independent",0,1,NA,1,1,1,1,"class",0,1,1,"both","low","unclear","low","low","low","unclear","unclear",-0.570772567853367,1.01785714285714,-0.239502483485167,NA,0.595086861654462,0.606382978723404
17,"de Jong (Study 1), 2016","de Jong (Study 1), 2016","de Jong (Study 1)","2016","Majority subgroup","URM","Race","No","Mathematics","No",-0.1224,0.0681,0.261,-0.6339,0.3891,NA,NA,"Journal",6,NA,361,"secondary","17 classes from six pre-vocational secondary schools in the Netherlands with 84% ethnic minority","first year pre-vocational","race","Ethnic minority in Netherland","Native Dutch",0.579,0.837,NA,NA,12,"Early October - mid June",8,"3",3,NA,"Dutch, English & Mathematics test score; Cito scores","other","independent",0,1,NA,1,1,1,1,"class",0,1,1,"both","low","unclear","low","low","low","unclear","unclear",-0.570772567853367,1.01785714285714,-0.239502483485167,NA,0.595086861654462,0.606382978723404
18,"de Jong (Study 2), 2016","de Jong (Study 2), 2016","de Jong (Study 2)","2016","Minority subgroup","URM","Race","Yes","Cito scores","No",-0.0191,0.0233,0.1525,-0.3181,0.2799,0.0962,NA,"Journal",13,NA,290,"primary","primary schools in the Netherlands with 96% ethnic minority","6th","race","Ethnic minority in Netherland","Native Dutch",0.503,0.959,NA,NA,12,"Early October - Early April",6,"3",3,NA,"Dutch, English & Mathematics test score; Cito scores","neutral","independent",1,0,1,0,1,1,1,"class",0,1,1,"both","low","unclear","high","low","low","unclear","unclear",-0.570772567853367,1.01785714285714,-0.435843742031311,NA,0.595086861654462,-2.59090909090909
18,"de Jong (Study 2), 2016","de Jong (Study 2), 2016","de Jong (Study 2)","2016","Minority subgroup","URM","Race","No","Cito scores","No",-0.0572,0.0226,0.1502,-0.3515,0.2371,0.0962,NA,"Journal",13,NA,290,"primary","primary schools in the Netherlands with 96% ethnic minority","6th","race","Ethnic minority in Netherland","Native Dutch",0.503,0.959,NA,NA,12,"Early October - Early April",6,"3",3,NA,"Dutch, English & Mathematics test score; Cito scores","neutral","independent",1,0,1,0,1,1,1,"class",0,1,1,"both","low","unclear","high","low","low","unclear","unclear",-0.570772567853367,1.01785714285714,-0.435843742031311,NA,0.595086861654462,-2.59090909090909
18,"de Jong (Study 2), 2016","de Jong (Study 2), 2016","de Jong (Study 2)","2016","Majority subgroup","White","Race","Yes","Cito scores","No",-0.0701,0.5003,0.7074,-1.4565,1.3163,NA,NA,"Journal",13,NA,290,"primary","primary schools in the Netherlands with 96% ethnic minority","6th","race","Ethnic minority in Netherland","Native Dutch",0.503,0.959,NA,NA,12,"Early October - Early April",6,"3",3,NA,"Dutch, English & Mathematics test score; Cito scores","neutral","independent",1,0,1,0,1,1,1,"class",0,1,1,"both","low","unclear","high","low","low","unclear","unclear",-0.570772567853367,1.01785714285714,-0.435843742031311,NA,0.595086861654462,-2.59090909090909
18,"de Jong (Study 2), 2016","de Jong (Study 2), 2016","de Jong (Study 2)","2016","Majority subgroup","White","Race","No","Cito scores","No",-0.4579,0.694,0.833,-2.0907,1.1748,NA,NA,"Journal",13,NA,290,"primary","primary schools in the Netherlands with 96% ethnic minority","6th","race","Ethnic minority in Netherland","Native Dutch",0.503,0.959,NA,NA,12,"Early October - Early April",6,"3",3,NA,"Dutch, English & Mathematics test score; Cito scores","neutral","independent",1,0,1,0,1,1,1,"class",0,1,1,"both","low","unclear","high","low","low","unclear","unclear",-0.570772567853367,1.01785714285714,-0.435843742031311,NA,0.595086861654462,-2.59090909090909
19,"Dee, 2015","Dee, 2015","Dee","2015","Interaction","Black","Race","No","Final grades in the treated subject","No",0.0211,0.0017,0.0413,-0.0598,0.102,0.6607,NA,"Journal",6,NA,2665,"pre-secondary","six Philadelphia-area middle schools","7th-8th","race","Black","White",NA,0.419,NA,NA,11,"1 academic year",9,"2",2,NA,"Final grades in the treated subject","other","independent",0,1,NA,1,1,0,1,"class",0,1,0,"early","low","low","low","low","unclear","unclear","unclear",1.1715857971727,-0.95,-0.141331854212095,NA,0.595086861654462,0.606382978723404
19,"Dee, 2015","Dee, 2015","Dee","2015","Interaction","Hispanic","Race","No","Final grades in the treated subject","No",0.0539,0.0017,0.0413,-0.027,0.1348,0.8463,NA,"Journal",6,NA,2665,"pre-secondary","six Philadelphia-area middle schools","7th-8th","race","Black","White",NA,0.419,NA,NA,11,"1 academic year",9,"2",2,NA,"Final grades in the treated subject","other","independent",0,1,NA,1,1,0,1,"class",0,1,0,"early","low","low","low","low","unclear","unclear","unclear",1.1715857971727,-0.95,-0.141331854212095,NA,0.595086861654462,0.606382978723404
19,"Dee, 2015","Dee, 2015","Dee","2015","Interaction","Female","Gender","No","Final grades in the treated subject","No",-0.0259,0.0017,0.0413,-0.1068,0.055,0.3505,NA,"Journal",6,NA,2665,"pre-secondary","six Philadelphia-area middle schools","7th-8th","race","Black","White",NA,0.419,NA,NA,11,"1 academic year",9,"2",2,NA,"Final grades in the treated subject","other","independent",0,1,NA,1,1,0,1,"class",0,1,0,"early","low","low","low","low","unclear","unclear","unclear",1.1715857971727,-0.95,-0.141331854212095,NA,0.595086861654462,0.606382978723404
19,"Dee, 2015","Dee, 2015","Dee","2015","Interaction","White","Race","No","Final grades in the treated subject","No",-0.0026,0.0017,0.0413,-0.0835,0.0783,NA,NA,"Journal",6,NA,2665,"pre-secondary","six Philadelphia-area middle schools","7th-8th","race","Black","White",NA,0.419,NA,NA,11,"1 academic year",9,"2",2,NA,"Final grades in the treated subject","other","independent",0,1,NA,1,1,0,1,"class",0,1,0,"early","low","low","low","low","unclear","unclear","unclear",1.1715857971727,-0.95,-0.141331854212095,NA,0.595086861654462,0.606382978723404
19,"Dee, 2015","Dee, 2015","Dee","2015","Interaction","Black","Race","No","Final grades in the treated subject","Yes",-8e-04,0.0017,0.0413,-0.0817,0.0801,NA,0.3714,"Journal",6,NA,2665,"pre-secondary","six Philadelphia-area middle schools","7th-8th","race","Black","White",NA,0.419,NA,NA,11,"1 academic year",9,"2",2,NA,"Final grades in the treated subject","other","independent",0,1,NA,1,1,0,1,"class",0,1,0,"early","low","low","low","low","unclear","unclear","unclear",1.1715857971727,-0.95,-0.141331854212095,NA,0.595086861654462,0.606382978723404
19,"Dee, 2015","Dee, 2015","Dee","2015","Interaction","Hispanic","Race","No","Final grades in the treated subject","Yes",0.0547,0.0017,0.0413,-0.0262,0.1356,NA,0.3159,"Journal",6,NA,2665,"pre-secondary","six Philadelphia-area middle schools","7th-8th","race","Black","White",NA,0.419,NA,NA,11,"1 academic year",9,"2",2,NA,"Final grades in the treated subject","other","independent",0,1,NA,1,1,0,1,"class",0,1,0,"early","low","low","low","low","unclear","unclear","unclear",1.1715857971727,-0.95,-0.141331854212095,NA,0.595086861654462,0.606382978723404
19,"Dee, 2015","Dee, 2015","Dee","2015","Interaction","Female","Gender","No","Final grades in the treated subject","Yes",-0.0399,0.0017,0.0413,-0.1208,0.041,NA,NA,"Journal",6,NA,2665,"pre-secondary","six Philadelphia-area middle schools","7th-8th","race","Black","White",NA,0.419,NA,NA,11,"1 academic year",9,"2",2,NA,"Final grades in the treated subject","other","independent",0,1,NA,1,1,0,1,"class",0,1,0,"early","low","low","low","low","unclear","unclear","unclear",1.1715857971727,-0.95,-0.141331854212095,NA,0.595086861654462,0.606382978723404
19,"Dee, 2015","Dee, 2015","Dee","2015","Interaction","White","Race","No","Final grades in the treated subject","Yes",0.0058,0.0017,0.0413,-0.0751,0.0867,NA,NA,"Journal",6,NA,2665,"pre-secondary","six Philadelphia-area middle schools","7th-8th","race","Black","White",NA,0.419,NA,NA,11,"1 academic year",9,"2",2,NA,"Final grades in the treated subject","other","independent",0,1,NA,1,1,0,1,"class",0,1,0,"early","low","low","low","low","unclear","unclear","unclear",1.1715857971727,-0.95,-0.141331854212095,NA,0.595086861654462,0.606382978723404
20,"Sherman et al.","Goyer (Study 1), 2017","Goyer (Study 1)","2017","Minority subgroup","Hispanic","Race","No","Course Difficulty Scores","No",0.5064,0.059,0.2428,0.0304,0.9823,1.9029,NA,"Journal",1,NA,185,"pre-secondary","a middle-class suburban school district in the Mountain West region of the United States","6th-8th","race","Latino","White",NA,0.438,NA,NA,11,"3 academic years",33,"2~5",5,"GPA","Course Difficulty Scores, college enrollment, 4-year college selectivity","mixed","independent",1,1,1,1,1,1,1,"class",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,1.01785714285714,2.21476324834163,NA,0.595086861654462,-2.59090909090909
20,"Sherman et al.","Goyer (Study 1), 2017","Goyer (Study 1)","2017","Majority subgroup","White","Race","No","Course Difficulty Scores","No",-0.1793,0.0447,0.2113,-0.5934,0.2349,NA,NA,"Journal",1,NA,185,"pre-secondary","a middle-class suburban school district in the Mountain West region of the United States","6th-8th","race","Latino","White",NA,0.438,NA,NA,11,"3 academic years",33,"2~5",5,"GPA","Course Difficulty Scores, college enrollment, 4-year college selectivity","mixed","independent",1,1,1,1,1,1,1,"class",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,1.01785714285714,2.21476324834163,NA,0.595086861654462,-2.59090909090909
20,"Sherman et al.","Goyer (Study 1), 2017","Goyer (Study 1)","2017","Minority subgroup","Hispanic","Race","No","Course Difficulty Scores","Yes",0.6388,0.0601,0.2451,0.1584,1.1192,NA,2.1062,"Journal",1,NA,185,"pre-secondary","a middle-class suburban school district in the Mountain West region of the United States","6th-8th","race","Latino","White",NA,0.438,NA,NA,11,"3 academic years",33,"2~5",5,"GPA","Course Difficulty Scores, college enrollment, 4-year college selectivity","mixed","independent",1,1,1,1,1,1,1,"class",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,1.01785714285714,2.21476324834163,NA,0.595086861654462,-2.59090909090909
20,"Sherman et al.","Goyer (Study 1), 2017","Goyer (Study 1)","2017","Majority subgroup","White","Race","No","Course Difficulty Scores","Yes",-0.3276,0.0451,0.2123,-0.7437,0.0886,NA,NA,"Journal",1,NA,185,"pre-secondary","a middle-class suburban school district in the Mountain West region of the United States","6th-8th","race","Latino","White",NA,0.438,NA,NA,11,"3 academic years",33,"2~5",5,"GPA","Course Difficulty Scores, college enrollment, 4-year college selectivity","mixed","independent",1,1,1,1,1,1,1,"class",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,1.01785714285714,2.21476324834163,NA,0.595086861654462,-2.59090909090909
20,"Sherman et al.","Goyer (Study 1), 2017","Goyer (Study 1)","2017","Minority subgroup","Hispanic","Race","No","Non-enrollment in remedial clinics","No",0.6879,0.0808,0.2842,0.1308,1.2449,1.5569,NA,"Journal",1,NA,185,"pre-secondary","a middle-class suburban school district in the Mountain West region of the United States","6th-8th","race","Latino","White",NA,0.438,NA,NA,11,"3 academic years",33,"2~5",5,"GPA","Course Difficulty Scores, college enrollment, 4-year college selectivity","mixed","independent",1,1,1,1,1,1,1,"class",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,1.01785714285714,2.21476324834163,NA,0.595086861654462,-2.59090909090909
20,"Sherman et al.","Goyer (Study 1), 2017","Goyer (Study 1)","2017","Majority subgroup","White","Race","No","Non-enrollment in remedial clinics","No",-0.1778,0.0595,0.244,-0.656,0.3004,NA,NA,"Journal",1,NA,185,"pre-secondary","a middle-class suburban school district in the Mountain West region of the United States","6th-8th","race","Latino","White",NA,0.438,NA,NA,11,"3 academic years",33,"2~5",5,"GPA","Course Difficulty Scores, college enrollment, 4-year college selectivity","mixed","independent",1,1,1,1,1,1,1,"class",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,1.01785714285714,2.21476324834163,NA,0.595086861654462,-2.59090909090909
20,"Sherman et al.","Goyer (Study 1), 2017","Goyer (Study 1)","2017","Minority subgroup","Hispanic","Race","No","Non-enrollment in remedial clinics","Yes",0.6934,0.0808,0.2843,0.1361,1.2507,NA,1.6932,"Journal",1,NA,185,"pre-secondary","a middle-class suburban school district in the Mountain West region of the United States","6th-8th","race","Latino","White",NA,0.438,NA,NA,11,"3 academic years",33,"2~5",5,"GPA","Course Difficulty Scores, college enrollment, 4-year college selectivity","mixed","independent",1,1,1,1,1,1,1,"class",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,1.01785714285714,2.21476324834163,NA,0.595086861654462,-2.59090909090909
20,"Sherman et al.","Goyer (Study 1), 2017","Goyer (Study 1)","2017","Majority subgroup","White","Race","No","Non-enrollment in remedial clinics","Yes",-0.2014,0.0596,0.2441,-0.6799,0.2771,NA,NA,"Journal",1,NA,185,"pre-secondary","a middle-class suburban school district in the Mountain West region of the United States","6th-8th","race","Latino","White",NA,0.438,NA,NA,11,"3 academic years",33,"2~5",5,"GPA","Course Difficulty Scores, college enrollment, 4-year college selectivity","mixed","independent",1,1,1,1,1,1,1,"class",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,1.01785714285714,2.21476324834163,NA,0.595086861654462,-2.59090909090909
20,"Sherman et al.","Goyer (Study 1), 2017","Goyer (Study 1)","2017","Minority subgroup","Hispanic","Race","No","Enrollment in AVID","No",0.8788,0.083,0.2881,0.3142,1.4434,NA,NA,"Journal",1,NA,185,"pre-secondary","a middle-class suburban school district in the Mountain West region of the United States","6th-8th","race","Latino","White",NA,0.438,NA,NA,11,"3 academic years",33,"2~5",5,"GPA","Course Difficulty Scores, college enrollment, 4-year college selectivity","mixed","independent",1,1,1,1,1,1,1,"class",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,1.01785714285714,2.21476324834163,NA,0.595086861654462,-2.59090909090909
20,"Sherman et al.","Goyer (Study 1), 2017","Goyer (Study 1)","2017","Minority subgroup","Hispanic","Race","No","Enrollment in AVID","Yes",0.8373,0.0823,0.2869,0.275,1.3995,NA,NA,"Journal",1,NA,185,"pre-secondary","a middle-class suburban school district in the Mountain West region of the United States","6th-8th","race","Latino","White",NA,0.438,NA,NA,11,"3 academic years",33,"2~5",5,"GPA","Course Difficulty Scores, college enrollment, 4-year college selectivity","mixed","independent",1,1,1,1,1,1,1,"class",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,1.01785714285714,2.21476324834163,NA,0.595086861654462,-2.59090909090909
